編號,韓文,羅馬拼音,中文,英文,漢語拼音,IPA音標,類別,詞性
3234,농양,nongyang,膿瘍,abscess,nóngyáng,nᵈoŋ.jaŋ.,Hanja,名詞
3235,농업,nongeop,農業,Agriculture,nóngyè,nᵈoŋ.ʌp̚.,Hanja,名詞
3236,농작,nongjak,農作,farming,nóngzuò,nᵈoŋ.ʥak̚.,Hanja,名詞
3237,농작물,nongjakmul,農作物,crops,nóngzuòwù,nᵈoŋ.ʥaŋ.mul.,Hanja,名詞
3238,난방,nanbang,暖房,A heated room,nuǎnfáng,nᵈam.baŋ.,Hanja,名詞
3239,난로,nanro,暖爐,stove,nuǎnlú,nᵈal.lo.,Hanja,名詞
3240,여대생,yeodaesaeng,女大生,Female college student,nǚdàshēng,jʌ.dɛ.sʰɛŋ.,Hanja,名詞
3241,여점원,yeojeomwon,女店員,saleswoman,nǚdiànyuán,jʌ.ʥʌm.u̯ʌn.,Hanja,名詞
3242,학대,hakdae,虐待,abuse,nuèdài,hak̚.t͈ɛ.,Hanja,名詞
3243,여고생,yeogosaeng,女高生,Female high school student,nǚgāoshēng,jʌ.ɡo.sʰɛŋ.,Hanja,名詞
3244,여급,yeogeup,女給,Female,nǚgěi,jʌ.ɡɯp̚.,Hanja,名詞
3245,노호,noho,怒號,Howl,nùhào,nᵈo.ɦo.,Hanja,名詞
3246,여걸,yeogeol,女傑,Heroine,nǚjié,jʌ.ɡʌl.,Hanja,名詞
3247,여군,yeogun,女軍,A woman soldier,nǚjūn,jʌ.ɡun.,Hanja,名詞
3248,여인,yeoin,女人,"beauty, belle",nǚrén,jʌ.in.,Hanja,名詞
3249,여신,yeosin,女神,goddess,nǚshén,jʌ.ɕʰin.,Hanja,名詞
3250,여동생,yeodongsaeng,女同生,Younger sister,nǚtóngshēng,jʌ.doŋ.sɛŋ.,Hanja,名詞
3251,여왕,yeowang,女王,Queen,nǚwáng,jʌ.u̯aŋ.,Hanja,名詞
3252,여성,yeoseong,女性,Female,nǚxìng,jʌ.sʰʌŋ.,Hanja,名詞
3253,여학생,yeohaksaeng,女學生,Female student,nǚxuéshēng,jʌ.ɦak̚.s͈ɛŋ.,Hanja,名詞
3254,여직원,yeojikwon,女職員,Female employee,nǚzhíyuán,jʌ.ʥiɡ.u̯ʌn.,Hanja,名詞
3255,여자,yeoja,女子,"woman,female",nǚzi·,jʌ.ʥa.,Hanja,名詞
3256,우연,uyeon,偶然,by chance,ǒurán,u.jʌn.,Hanja,名詞
3257,우상,usang,偶像,idol,ǒuxiàng,u.sʰaŋ.,Hanja,名詞
3258,배변,baebyeon,排便,Defecation,páibiàn,pɛ.bjʌn.,Hanja,名詞
3259,박차,bakcha,拍車,Photograph a car,pāichē,pak̚.ʨʰa.,Hanja,名詞
3260,배척,baecheok,排斥,exclude,páichì,pɛ.ʨʰʌk̚.,Hanja,名詞
3261,배제,baeje,排除,exclude,páichú,pɛ.ʥe.,Hanja,名詞
3262,배출,baechul,排出,discharge,páichū,pɛ.ʨʰul.,Hanja,名詞
3263,파출소,pachulso,派出所,"Small, local police box",pàichūsuǒ,pʰa.ʨʰul.s͈o.,Hanja,名詞
3264,배란,baeran,排卵,ovulation,páiluǎn,pɛ.ɾan.,Hanja,名詞
3265,배기,baegi,排氣,Exhaust,páiqì,pɛ.ɡi.,Hanja,名詞
3266,배구,baegu,排球,Volleyball,páiqiú,pɛ.ɡu.,Hanja,名詞
3267,박수,baksu,拍手,Applause,pāishǒu,pak̚.s͈u.,Hanja,名詞
3268,배수,baesu,排水,Drainage,páishuǐ,pɛ.sʰu.,Hanja,名詞
3269,배타적,baetajeok,排他的,exclusive,páitāde·,pɛ.tʰa.ʥʌk̚.,Hanja,名詞
3270,배우,baeu,俳優,Actor,páiyōu,pɛ.u.,Hanja,名詞
3271,박자,bakja,拍子,beat,pāizi·,pak̚.ʨ͈a.,Hanja,名詞
3272,판단,pandan,判斷,"A judgment, a conclusion",pànduàn,pʰan.dan.,Hanja,名詞
3273,판결,pangyeol,判決,A judgment (from a judge),pànjué,pʰaŋ.ɡjʌl.,Hanja,名詞
3274,판례,panrye,判例,Jurisprudence,pànlì,pʰal.lje.,Hanja,名詞
3275,판사,pansa,判事,A judge,pànshì,pʰan.sa.,Hanja,名詞
3276,반도,bando,叛徒,traitor,pàntú,pan.do.,Hanja,名詞
3277,포병,pobyeong,砲兵,artillery,pàobīng,pʰo.bjʌŋ.,Hanja,名詞
3278,포차,pocha,砲車,gun carriage,pàochē,pʰo.ʨʰa.,Hanja,名詞
3279,포탄,potan,砲彈,cannonball,pàodàn,pʰo.tʰan.,Hanja,名詞
3280,포화,pohwa,砲火,artillery fire,pàohuǒ,pʰo.ɦu̯a.,Hanja,名詞
3281,포함,poham,砲艦,"inclusion,comprehension",pàojiàn,pʰo.ɦam.,Hanja,名詞
3282,포기,pogi,拋棄,abandon,pāoqì,pʰo.ɡi.,Hanja,名詞
3283,포술,posul,砲術,gunnery,pàoshù,pʰo.sʰul.,Hanja,名詞
3284,포물선,pomulseon,拋物線,Parabola,pāowùxiàn,pʰo.mul.s͈ʌn.,Hanja,名詞
3285,포효,pohyo,咆哮,roar,páoxiào,pʰo.hjo.,Hanja,名詞
3286,배상,baesang,賠償,compensation,péicháng,pɛ.sʰaŋ.,Hanja,名詞
3287,배달,baedal,配達,Delivery,pèidá,pɛ.dal.,Hanja,名詞
3288,배합,baehap,配合,cooperate,pèihé,pɛ.ɦap̚.,Hanja,名詞
3289,배열,baeyeol,配列,Arrange,pèiliè,pɛ.jʌl.,Hanja,名詞
3290,배려,baeryeo,配慮,Concern,pèilǜ,pɛ.ɾjʌ.,Hanja,名詞
3291,배우자,baeuja,配偶者,"A mate, life partner",pèiǒuzhě,pɛ.u.ʥa.,Hanja,名詞
3292,배유,baeyu,胚乳,endosperm,pēirǔ,pɛ.ju.,Hanja,名詞
3293,배양,baeyang,培養,cultivate,péiyǎng,pɛ.jaŋ.,Hanja,名詞
3294,배치,baechi,配置,Arrangement,pèizhì,pɛ.ʨʰi.,Hanja,名詞
3295,분출,bunchul,噴出,squirt,pēnchū,pun.ʨʰul.,Hanja,名詞
3296,팽창,paengchang,膨脹,Expansion,péngzhàng,pʰɛŋ.ʨʰaŋ.,Hanja,名詞
3297,분화,bunhwa,噴火,Breathing fire,pēnhuǒ,pun.hu̯a.,Hanja,名詞
3298,분무기,bunmugi,噴霧器,Sprayer,pēnwùqì,pum.mu.ɡi.,Hanja,名詞
3299,편애,pyeonae,偏愛,Preference,piānài,pʰjʌn.ɛ.,Hanja,名詞
3300,편차,pyeoncha,偏差,Deviation,piānchā,pʰjʌn.ʨʰa.,Hanja,名詞
3301,편도,pyeondo,片道,film path,piàndào,pʰjʌn.do.,Hanja,名詞
3302,편광,pyeongwang,偏光,polarized light,piānguāng,pʰjʌŋ.ɡu̯aŋ.,Hanja,名詞
3303,편견,pyeongyeon,偏見,"A prejudice, a bias",piānjiàn,pʰjʌŋ.ɡjʌn.,Hanja,名詞
3304,편두통,pyeondutong,偏頭痛,Migraine,piāntóutòng,pʰjʌn.du.tʰoŋ.,Hanja,名詞
3305,편협,pyeonhyeop,偏狹,intolerance,piānxiá,pʰjʌn.hjʌp̚.,Hanja,名詞
3306,편의,pyeonui,便宜,"Convenience, expediency",piányí,pʰjʌn.e.,Hanja,名詞
3307,편의점,pyeonuijeom,便宜店,Convenient store,piányídiàn,pʰjʌn.i.ʥʌm.,Hanja,名詞
3308,표백,pyobaek,漂白,bleach,piàobái,pʰjo.bɛk̚.,Hanja,名詞
3309,표류,pyoryu,漂流,rafting,piàoliú,pʰjo.ɾju.,Hanja,名詞
3310,피층,picheung,皮層,cortex,pícéng,pʰi.ʨʰɯŋ.,Hanja,名詞
3311,필적,piljeok,匹敵,rival,pǐdí,pʰil.ʨ͈ʌk̚.,Hanja,名詞
3312,필적자,piljeokja,匹敵者,rival,pǐdízhě,pʰil.ʨ͈ʌk̚.ʨ͈a.,Hanja,名詞
3313,피부,pibu,皮膚,Skin,pífū,pʰi.bu.,Hanja,名詞
3314,피혁,pihyeok,皮革,leather,pígé,pʰi.hjʌk̚.,Hanja,名詞
3315,피곤,pigon,疲困,"fatigue,exhaustion",píkùn,pʰi.ɡon.,Hanja,名詞
3316,피로,piro,疲勞,"Fatigue, exhaustion",píláo,pʰi.ɾo.,Hanja,名詞
3317,빈발,binbal,頻發,Frequent,pínfā,pim.bal.,Hanja,名詞
3318,평상시,pyeongsangsi,平常時,Normally,píngchángshí,pʰjʌŋ.saŋ.ɕʰi.,Hanja,名詞
3319,평등,pyeongdeung,平等,equality,píngděng,pʰjʌŋ.dɯŋ.,Hanja,名詞
3320,평범,pyeongbeom,平凡,Ordinary,píngfán,pʰjʌŋ.bʌm.,Hanja,名詞
3321,평방,pyeongbang,平方,square,píngfāng,pʰjʌŋ.baŋ.,Hanja,名詞
3322,병풍,byeongpung,屏風,screen,píngfēng,pjʌŋ.pʰuŋ.,Hanja,名詞
3323,평복,pyeongbok,平服,Ordinary service,píngfú,pʰjʌŋ.bok̚.,Hanja,名詞
3324,평화,pyeonghwa,平和,Peace,pínghé,pʰjʌŋ.hu̯a.,Hanja,名詞
3325,평화적,pyeonghwajeok,平和的,peaceful,pínghéde·,pʰjʌŋ.hu̯a.ʥʌk̚.,Hanja,名詞
3326,평형,pyeonghyeong,平衡,balance,pínghéng,pʰjʌŋ.hjʌŋ.,Hanja,名詞
3327,평화주의자,pyeonghwajuuija,平和主義者,pacifist,pínghézhǔyìzhě,pʰjʌŋ.hu̯a.ʥu.i.ʥa.,Hanja,名詞
3328,평가,pyeongga,平價,"Evaluation, appraisal",píngjià,pʰjʌŋ.ɡa.,Hanja,名詞
3329,평가,pyeongga,評價,"Evaluation, appraisal",píngjià,pʰjʌŋ.ɡa.,Hanja,名詞
3330,평결,pyeonggyeol,評決,Judgment,píngjué,pʰjʌŋ.ɡjʌl.,Hanja,名詞
3331,평균,pyeonggyun,平均,Average,píngjūn,pʰjʌŋ.ɡjun.,Hanja,名詞
3332,병나발,byeongnabal,瓶喇叭,bottle horn,pínglǎbā,pjʌŋ.na.bal.,Hanja,名詞
3333,평론,pyeongron,評論,Comment,pínglùn,pʰjʌŋ.non.,Hanja,名詞
3334,평면,pyeongmyeon,平面,Plane,píngmiàn,pʰjʌŋ.mjʌn.,Hanja,名詞
3335,평민,pyeongmin,平民,civilians,píngmín,pʰjʌŋ.min.,Hanja,名詞
3336,평판,pyeongpan,評判,judge,píngpàn,pʰjʌŋ.pʰan.,Hanja,名詞
3337,평양,pyeongyang,平壤,Capital of north korea,píngrǎng,pʰjʌŋ.jaŋ.,Hanja,專有名詞
3338,평일,pyeongil,平日,A weekday,píngrì,pʰjʌŋ.il.,Hanja,名詞
3339,평생,pyeongsaeng,平生,A lifetime,píngshēng,pʰjʌŋ.sɛŋ.,Hanja,名詞
3340,평소,pyeongso,平素,"Ordinary times, ordinarily",píngsù,pʰjʌŋ.so.,Hanja,名詞
3341,평온,pyeongon,平穩,Smooth,píngwěn,pʰjʌŋ.on.,Hanja,名詞
3342,평행,pyeonghaeng,平行,parallel,píngxíng,pʰjʌŋ.hɛŋ.,Hanja,名詞
3343,평서문,pyeongseomun,平敍文,plain narrative,píngxùwén,pʰjʌŋ.sʌ.mun.,Hanja,名詞
3344,품목,pummok,品目,"The name of an article, a list of articles",pǐnmù,pʰum.mok̚.,Hanja,名詞
3345,품평회,pumpyeonghoe,品評會,Tasting meeting,pǐnpínghuì,pʰum.pʰjʌŋ.hu̯e.,Hanja,名詞
3346,품절,pumjeol,品切,pin cut,pǐnqiè,pʰum.ʥʌl.,Hanja,名詞
3347,품위,pumwi,品位,taste,pǐnwèi,pʰum.ɥi.,Hanja,名詞
3348,품행,pumhaeng,品行,character,pǐnxíng,pʰum.hɛŋ.,Hanja,名詞
3349,품성,pumseong,品性,character,pǐnxìng,pʰum.sʌŋ.,Hanja,名詞
3350,품질,pumjil,品質,The quality of the article ( but not the article itself),pǐnzhí,pʰum.ʥil.,Hanja,名詞
3351,비판,bipan,批判,"criticism,a comment",pīpàn,pi.pʰan.,Hanja,名詞
3352,비판적,bipanjeok,批判的,Critical,pīpànde·,pi.pʰan.ʥʌk̚.,Hanja,名詞
3353,비평,bipyeong,批評,criticize,pīpíng,pi.pʰjʌŋ.,Hanja,名詞
3354,비평적,bipyeongjeok,批評的,critical,pīpíngde·,pi.pʰjʌŋ.ʥʌk̚.,Hanja,名詞
3355,비장,bijang,脾臟,spleen,pízàng,pi.ʥaŋ.,Hanja,名詞
3356,피질,pijil,皮質,cortex,pízhí,pʰi.ʥil.,Hanja,名詞
3357,비준,bijun,批准,approve,pīzhǔn,pi.ʥun.,Hanja,名詞
3358,파산,pasan,破産,Bankruptcy,pòchǎn,pʰa.sʰan.,Hanja,名詞
3359,박해자,bakhaeja,迫害者,persecutor,pòhàizhě,pa.kʰɛ.ʥa.,Hanja,名詞
3360,파괴,pagoe,破壞,destroy,pòhuài,pʰa.ɡu̯e.,Hanja,名詞
3361,파괴적,pagoejeok,破壞的,Destructive,pòhuàide·,pʰa.ɡu̯e.ʥʌk̚.,Hanja,名詞
3362,파괴자,pagoeja,破壞者,saboteur,pòhuàizhě,pʰa.ɡu̯e.ʥa.,Hanja,名詞
3363,파열,payeol,破裂,rupture,pòliè,pʰa.jʌl.,Hanja,名詞
3364,파문,pamun,破門,break the goal,pòmén,pʰa.mun.,Hanja,名詞
3365,파멸,pamyeol,破滅,Disillusioned,pòmiè,pʰa.mjʌl.,Hanja,名詞
3366,파편,papyeon,破片,fragments,pòpiàn,pʰa.pʰjʌn.,Hanja,名詞
3367,파상풍,pasangpung,破傷風,Tetanus,pòshāngfēng,pʰa.sʰaŋ.pʰuŋ.,Hanja,名詞
3368,파탄,patan,破綻,flaw,pòzhàn,pʰa.tʰan.,Hanja,名詞
3369,보편적,bopyeonjeok,普遍的,Universal,pǔbiànde·,po.pʰjʌn.ʥʌk̚.,Hanja,名詞
3370,폭포,pokpo,瀑布,waterfall,pùbù,pʰok̚.pʰo.,Hanja,名詞
3371,포도,podo,鋪道,grape(s),pūdào,pʰo.do.,Hanja,名詞
3372,포복,pobok,匍匐,crawling,púfú,pʰo.bok̚.,Hanja,名詞
3373,보급,bogeup,普及,Popularize,pǔjí,po.ɡɯp̚.,Hanja,名詞
3374,포석,poseok,鋪石,Paving stones,pūshí,pʰo.sʰʌk̚.,Hanja,名詞
3375,포도,podo,葡萄,grape(s),pútáo,pʰo.do.,Hanja,名詞
3376,포도주,podoju,葡萄酒,Grape wine,pútáojiǔ,pʰo.do.ʥu.,Hanja,名詞
3377,보통,botong,普通,The normal,pǔtōng,po.tʰoŋ.,Hanja,名詞
3378,포장,pojang,鋪裝,"packing,wrapping",pūzhuāng,pʰo.ʥaŋ.,Hanja,名詞
3379,전반,jeonban,前半,"The whole, all, general",qiánbàn,ʨʌm.ban.,Hanja,名詞
3380,연필,yeonpil,鉛筆,Pencil,qiānbǐ,jʌm.pʰil.,Hanja,名詞
3381,천박,cheonbak,淺薄,Shallow,qiǎnbó,ʨʰʌm.bak̚.,Hanja,名詞
3382,연독,yeondok,鉛毒,Lead poison,qiāndú,jʌn.dok̚.,Hanja,名詞
3383,잠복,jambok,潛伏,lurking,qiánfú,ʨam.bok̚.,Hanja,名詞
3384,강도,gangdo,強盜,Intensity or strength,qiángdào,kaŋ.do.,Hanja,名詞
3385,강조,gangjo,強調,Emphasis or stress,qiángdiào,kaŋ.ʥo.,Hanja,名詞
3386,강도,gangdo,強度,Intensity or strength,qiángdù,kaŋ.do.,Hanja,名詞
3387,강하,gangha,強化,Strengthen,qiánghuà,kaŋ.ha.,Hanja,名詞
3388,강력,gangryeok,強力,strong,qiánglì,kaŋ.njʌk̚.,Hanja,名詞
3389,강렬,gangryeol,強烈,strong,qiángliè,kaŋ.njʌl.,Hanja,名詞
3390,창기병,changgibyeong,槍騎兵,Lancer,qiāngqíbīng,ʨʰaŋ.ɡi.bjʌŋ.,Hanja,名詞
3391,장미,jangmi,薔薇,A rose,qiángwēi,ʨaŋ.mi.,Hanja,名詞
3392,강요,gangyo,強要,forcefully,qiángyào,kaŋ.jo.,Hanja,名詞
3393,강제,gangje,強制,Compulsion or coercion,qiángzhì,kaŋ.ʥe.,Hanja,名詞
3394,참호,chamho,塹壕,trench,qiànháo,ʨʰam.ho.,Hanja,名詞
3395,전후,jeonhu,前後,"sequence,order,front and rear",qiánhòu,ʨʌn.hu.,Hanja,名詞
3396,전진,jeonjin,前進,move forward,qiánjìn,ʨʌn.ʥin.,Hanja,名詞
3397,전경,jeongyeong,前景,prospects,qiánjǐng,ʨʌŋ.ɡjʌŋ.,Hanja,名詞
3398,전과,jeongwa,前科,Criminal record,qiánkē,ʨʌŋ.ɡu̯a.,Hanja,名詞
3399,천리안,cheonrian,千里眼,clairvoyance,qiānlǐyǎn,ʨʰʌl.li.an.,Hanja,名詞
3400,전면,jeonmyeon,前面,front,qiánmiàn,ʨʌm.mjʌn.,Hanja,名詞
3401,전뇌,jeonnoe,前腦,forebrain,qiánnǎo,ʨʌn.nu̯e.,Hanja,名詞
3402,견우성,gyeonuseong,牽牛星,Altair,qiānniúxīng,kjʌn.u.sʰʌŋ.,Hanja,名詞
3403,전기,jeongi,前期,Electricity,qiánqí,ʨʌŋ.ɡi.,Hanja,名詞
3404,겸양,gyeomyang,謙讓,humility,qiānràng,kjʌm.jaŋ.,Hanja,名詞
3405,전초,jeoncho,前哨,outpost,qiánshào,ʨʌn.ʨʰo.,Hanja,名詞
3406,잠수함,jamsuham,潛水艦,Submarine,qiánshuǐjiàn,ʨam.su.ɦam.,Hanja,名詞
3407,전제,jeonje,前提,Premise,qiántí,ʨʌn.ʥe.,Hanja,名詞
3408,잠망경,jammanggyeong,潛望鏡,periscope,qiánwàngjìng,ʨam.maŋ.ɡjʌŋ.,Hanja,名詞
3409,전위,jeonwi,前衛,Avant-garde,qiánwèi,ʨʌn.ɥi.,Hanja,名詞
3410,전선,jeonseon,前線,The battle line,qiánxiàn,ʨʌn.sʌn.,Hanja,名詞
3411,겸손,gyeomson,謙遜,humility,qiānxùn,kjʌm.son.,Hanja,名詞
3412,견인차,gyeonincha,牽引車,Tractor,qiānyǐnchē,kjʌn.in.ʨʰa.,Hanja,名詞
3413,잠재,jamjae,潛在,potential,qiánzài,ʨam.ʥɛ.,Hanja,名詞
3414,잠재적,jamjaejeok,潛在的,potential,qiánzàide·,ʨam.ʥɛ.ʥʌk̚.,Hanja,名詞
3415,견책,gyeonchaek,譴責,condemn,qiǎnzé,kjʌn.ʨʰɛk̚.,Hanja,名詞
3416,전조,jeonjo,前兆,precursor,qiánzhào,ʨʌn.ʥo.,Hanja,名詞
3417,견제,gyeonje,牽制,contain,qiānzhì,kjʌn.ʥe.,Hanja,名詞
3418,전치사,jeonchisa,前置詞,preposition,qiánzhìcí,ʨʌn.ʨʰi.sʰa.,Hanja,名詞
3419,교포,gyopo,僑胞,A Korean living abroad,qiáobāo,kjo.pʰo.,Hanja,名詞
3420,교두보,gyodubo,橋頭堡,bridgehead,qiáotóubǎo,kjo.du.bo.,Hanja,名詞
3421,칠판,chilpan,漆板,The blackboard,qībǎn,ʨʰil.pʰan.,Hanja,名詞
3422,기포,gipo,氣胞,air cells,qìbāo,ki.pʰo.,Hanja,名詞
3423,칠팔오,chilpalo,七八五,Seven or eighty five,qībāwǔ,ʨʰil.pʰaɾ.o.,Hanja,名詞
3424,제창,jechang,齊唱,Sing together,qíchàng,ʨe.ʨʰaŋ.,Hanja,名詞
3425,기차,gicha,汽車,A train,qìchē,ki.ʨʰa.,Hanja,名詞
3426,기차역,gichayeok,汽車驛,car station,qìchēyì,ki.ʨʰa.jʌk̚.,Hanja,名詞
3427,기선,giseon,汽船,steamboat,qìchuán,ki.sʰʌn.,Hanja,名詞
3428,기상,gisang,起床,get up,qǐchuáng,ki.sʰaŋ.,Hanja,名詞
3429,기대,gidae,期待,Expectation,qídài,ki.dɛ.,Hanja,名詞
3430,기도,gido,祈禱,A prayer,qídǎo,ki.do.,Hanja,名詞
3431,기적,gijeok,汽笛,A miracle,qìdí,ki.ʥʌk̚.,Hanja,名詞
3432,기점,gijeom,起點,starting point,qǐdiǎn,ki.ʥʌm.,Hanja,名詞
3433,절단,jeoldan,切斷,cut off,qiēduàn,ʨʌl.t͈an.,Hanja,名詞
3434,절감,jeolgam,切感,Feeling,qiēgǎn,ʨʌl.k͈am.,Hanja,名詞
3435,절박,jeolbak,切迫,urgent,qiēpò,ʨʌl.p͈ak̚.,Hanja,名詞
3436,기아,gia,棄兒,Outcast,qìér',ki.a.,Hanja,名詞
3437,기분,gibun,氣分,Mood,qìfēn,ki.bun.,Hanja,名詞
3438,기분,gibun,氣氛,Mood,qìfēn,ki.bun.,Hanja,名詞
3439,기복,gibok,起伏,ups and downs,qǐfú,ki.bok̚.,Hanja,名詞
3440,기적,gijeok,奇蹟,A miracle,qígī,ki.ʥʌk̚.,Hanja,名詞
3441,기골,gigol,氣骨,Qi bone,qìgǔ,ki.ɡol.,Hanja,名詞
3442,기관,gigwan,氣管,An engine or a machine,qìguǎn,ki.ɡu̯an.,Hanja,名詞
3443,기후,gihu,氣候,Climate or weather,qìhòu,ki.ɦu.,Hanja,名詞
3444,기획,gihoek,企劃,Planning,qìhuà,ki.ɦu̯ek̚.,Hanja,名詞
3445,기화,gihwa,氣化,gasification,qìhuà,ki.ɦu̯a.,Hanja,名詞
3446,기적,gijeok,奇跡,A miracle,qíjī,ki.ʥʌk̚.,Hanja,名詞
3447,계기,gyegi,契機,Opportunity,qìjī,kje.ɡi.,Hanja,名詞
3448,기함,giham,旗艦,flagship,qíjiàn,ki.ɦam.,Hanja,名詞
3449,기간,gigan,期間,A period or a time or,qíjiān,ki.ɡan.,Hanja,名詞
3450,기구,gigu,器具,Structure or framework,qìjù,ki.ɡu.,Hanja,名詞
3451,기절,gijeol,氣絶,breathless,qìjué,ki.ʥʌl.,Hanja,名詞
3452,기공,gigong,氣孔,stomata,qìkǒng,ki.ɡoŋ.,Hanja,名詞
3453,기린,girin,麒麟,Kirin,qílín,ki.ɾin.,Hanja,名詞
3454,계몽,gyemong,啓蒙,Enlightenment,qǐméng,kje.moŋ.,Hanja,名詞
3455,정보,jeongbo,情報,"information,intelligence",qíngbào,ʨʌŋ.bo.,Hanja,名詞
3456,정보화,jeongbohwa,情報化,Change to an information orientation,qíngbàohuà,ʨʌŋ.bo.ɦu̯a.,Hanja,名詞
3457,청춘,cheongchun,青春,"youth,the springtime of life",qīngchūn,ʨʰʌŋ.ʨʰun.,Hanja,名詞
3458,청첩장,cheongcheopjang,請牒狀,Please give an ultimatum,qǐngdiézhuàng,ʨʰʌŋ.ʨʰʌp̚.ʨ͈aŋ.,Hanja,名詞
3459,정부,jeongbu,情婦,Government,qíngfù,ʨʌŋ.bu.,Hanja,名詞
3460,경하,gyeongha,慶賀,celebrate,qìnghè,kjʌŋ.ha.,Hanja,名詞
3461,청정,cheongjeong,清淨,pure,qīngjìng,ʨʰʌŋ.ʥʌŋ.,Hanja,名詞
3462,경멸,gyeongmyeol,輕蔑,contempt,qīngmiè,kjʌŋ.mjʌl.,Hanja,名詞
3463,청년,cheongnyeon,青年,"A young man, a youth",qīngnián,ʨʰʌŋ.njʌn.,Hanja,名詞
3464,경기병,gyeonggibyeong,輕騎兵,light cavalry,qīngqíbīng,kjʌŋ.ɡi.bjʌŋ.,Hanja,名詞
3465,청구,cheonggu,請求,Request,qǐngqiú,ʨʰʌŋ.ɡu.,Hanja,名詞
3466,청구서,cheongguseo,請求書,Request letter,qǐngqiúshū,ʨʰʌŋ.ɡu.sʰʌ.,Hanja,名詞
3467,정취,jeongchwi,情趣,Interesting,qíngqù,ʨʌŋ.ʨʰɥi.,Hanja,名詞
3468,정열,jeongyeol,情熱,Passionate,qíngrè,ʨʌŋ.jʌl.,Hanja,名詞
3469,청소,cheongso,清掃,Cleaning,qīngsǎo,ʨʰʌŋ.so.,Hanja,名詞
3470,청소기,cheongsogi,清掃機,A vacuum cleaner,qīngsǎojī,ʨʰʌŋ.so.ɡi.,Hanja,名詞
3471,경상도,gyeongsangdo,慶尚道,Kyung-San-Do province (ulsan or kyungju),qìngshàngdào,kjʌŋ.saŋ.do.,Hanja,專有名詞
3472,청소년,cheongsonyeon,青少年,"Young boys and girls, teenagers",qīngshǎonián,ʨʰʌŋ.so.njʌn.,Hanja,名詞
3473,정사,jeongsa,情事,Love affair,qíngshì,ʨʌŋ.sa.,Hanja,名詞
3474,청산,cheongsan,清算,liquidation,qīngsuàn,ʨʰʌŋ.san.,Hanja,名詞
3475,청산,cheongsan,青酸,Green acid,qīngsuān,ʨʰʌŋ.san.,Hanja,名詞
3476,청동,cheongdong,青銅,Bronze,qīngtóng,ʨʰʌŋ.doŋ.,Hanja,名詞
3477,경향,gyeonghyang,傾向,Tendency or trend,qīngxiàng,kjʌŋ.hjaŋ.,Hanja,名詞
3478,청사진,cheongsajin,青寫真,Qing photo,qīngxiězhēn,ʨʰʌŋ.sa.ʥin.,Hanja,名詞
3479,경음악,gyeongeumak,輕音樂,light music,qīngyīnyuè,kjʌŋ.ɯm.ak̚.,Hanja,名詞
3480,정욕,jeongyok,情慾,Lust,qíngyù,ʨʌŋ.jok̚.,Hanja,名詞
3481,청옥,cheongok,青玉,sapphire,qīngyù,ʨʰʌŋ.ok̚.,Hanja,名詞
3482,청원자,cheongwonja,請願者,Petitioner,qǐngyuànzhě,ʨʰʌŋ.u̯ʌn.ʥa.,Hanja,名詞
3483,청우계,cheongugye,晴雨計,barometer,qíngyǔjì,ʨʰʌŋ.u.ɡje.,Hanja,名詞
3484,경주,gyeongju,慶州,Gyeongju city (ancient Silla capital),qìngzhōu,kjʌŋ.ʥu.,Hanja,專有名詞
3485,침해,chimhae,侵害,infringe,qīnhài,ʨʰim.hɛ.,Hanja,名詞
3486,친교,chingyo,親交,intimate intercourse,qīnjiāo,ʨʰiŋ.ɡjo.,Hanja,名詞
3487,친근,chingeun,親近,close,qīnjìn,ʨʰiŋ.ɡɯn.,Hanja,名詞
3488,친구,chingu,親舊,A friend,qīnjiù,ʨʰiŋ.ɡu.,Hanja,名詞
3489,침구,chimgu,寢具,bedding,qǐnjù,ʨʰim.ɡu.,Hanja,名詞
3490,근로,geunro,勤勞,Labor or exertion,qínláo,kɯl.lo.,Hanja,名詞
3491,근로자,geunroja,勤勞者,Laborer,qínláozhě,kɯl.lo.ʥa.,Hanja,名詞
3492,침략,chimryak,侵掠,invade,qīnluè,ʨʰim.njak̚.,Hanja,名詞
3493,침략적,chimryakjeok,侵略的,aggressive,qīnluède·,ʨʰim.njak̚.ʨ͈ʌk̚.,Hanja,名詞
3494,침략자,chimryakja,侵略者,invader,qīnluèzhě,ʨʰim.njak̚.ʨ͈a.,Hanja,名詞
3495,친밀,chinmil,親密,Intimacy,qīnmì,ʨʰim.mil.,Hanja,名詞
3496,근면,geunmyeon,勤勉,Diligent,qínmiǎn,kɯm.mjʌn.,Hanja,名詞
3497,친척,chincheok,親戚,Relatives,qīnqī,ʨʰin.ʨʰʌk̚.,Hanja,名詞
3498,친절,chinjeol,親切,"Kindness, goodness",qīnqiè,ʨʰin.ʥʌl.,Hanja,名詞
3499,침입,chimip,侵入,invade,qīnrù,ʨʰim.ip̚.,Hanja,名詞
3500,침입자,chimipja,侵入者,intruder,qīnrùzhě,ʨʰim.ip̚.ʨ͈a.,Hanja,名詞
3501,침실,chimsil,寢室,Bedroom,qǐnshì,ʨʰim.ɕʰil.,Hanja,名詞
3502,침대,chimdae,寢臺,A bed,qǐntái,ʨʰim.dɛ.,Hanja,名詞
