編號,韓文,羅馬拼音,中文,英文,Level (TOPIK等級),Part of Speech (詞性)
3093,전달되다,jeondaldoeda,被轉達、被傳達（被動）,To be delivered,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3094,차다,chada,寒冷、冰冷,"cold,chilly",B,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
3095,치료하다,chiryohada,治療、醫治,"To cure, heal, treat a patient",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3096,칸,kan,欄位、格子、隔間,Blank space,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3097,한,han,恨、怨恨、憾恨,"A grudge, rancor",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3098,갈수록,galsurok,越來越、隨著時間流逝,As one goes aong,C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
3099,갖가지,gatgaji,形形色色、各式各樣,A variety of or all sorts,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3100,거절하다,geojeolhada,拒絕,Refuse or reject,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3101,관광객,gwangwanggaek,觀光客、遊客,A tourist,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3102,구별하다,gubyeolhada,區別、辨別,To distinguish between A and B,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3103,국,guk,湯、菜湯,Soup or broth,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3104,다행,dahaeng,幸運、萬幸,Good luck,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3105,마무리,mamuri,結尾、收尾、結束,"Finish, completion",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3106,마주치다,majuchida,偶遇、碰面、相撞,Collide with,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3107,막상,maksang,實際上、臨到關頭,"Really, actually",C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
3108,몸통,momtong,軀幹、身軀,"The trunk,body",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3109,못,mot,釘子 / 湖泊,A nail,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3110,묘사하다,myosahada,描寫、描繪,To describe,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3111,미술관,misulgwan,美術館,Fine arts museum,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3112,베다,beda,割、砍、切 / 枕（枕頭）,"Cut, chop",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3113,보장되다,bojangdoeda,被保障、獲保障（被動）,Be secured,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3114,볼,bol,臉頰,Cheek,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3115,부분적,bubunjeok,部分的,Departmental,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3116,불고기,bulgogi,烤肉,Roast meat,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3117,불리다,bulrida,浸泡、發泡（使膨脹）,"soak,steep",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3118,불행,bulhaeng,不幸,Unhappiness,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3119,비명,bimyeong,悲鳴、慘叫、尖叫,A scream,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3120,순수,sunsu,純粹、純真,"purity,genuineness",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3121,시각,sigak,時刻、時間,The time of day,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3122,실질적,siljiljeok,實質的,"substantial,essential",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3123,안개,angae,霧,Fog,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3124,여름철,yeoreumcheol,夏季、夏天,Summertime,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3125,오로지,oroji,唯有、專門、只,"Only, solely, exclusively",C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
3126,완성하다,wanseonghada,完成,"To accomplish, to end successfully",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3127,이런저런,ireonjeoreon,形形色色、這般那樣,"This and that, one and another",C,冠形詞 (Determiner / 관형사)，如 한（一個）、어떤（某種）。
3128,임무,immu,任務,"A duty, an office, a task",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3129,자연히,jayeonhi,自然地,Naturally,C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
3130,장난,jangnan,惡作劇、玩笑、玩鬧,"A game,playing",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3131,저런,jeoreon,那樣的、那種,"Such a, that sort of",B,冠形詞 (Determiner / 관형사)，如 한（一個）、어떤（某種）。
3132,전용,jeonyong,專用,Exclusive or private use,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3133,지극히,jigeukhi,極其、極端地,"very,extremely",C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
3134,청하다,cheonghada,請求、懇請,"ask,request",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3135,확정,hwakjeong,確定、敲定,"decision,settlement",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3136,가상,gasang,虛擬、假想,Imagination,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3137,각자,gakja,各自,Each one or every one,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3138,간혹,ganhok,偶爾、有時,Occasionally or at times,C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
3139,개방하다,gaebanghada,開放,To open or to throw open,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3140,관계되다,gwangyedoeda,有關聯、受影響（被動）,Be affected or influenced by,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3141,국산,guksan,國產,A country’s product,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3142,그해,geuhae,當年、那一年,That year,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3143,꺼지다,kkeojida,熄滅、消退、沉下,To go or die out,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3144,꼭대기,kkokdaegi,頂部、山頂、頂端,The top,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3145,끊어지다,kkeuneojida,斷開、斷絕（被動）,To break off or expire or be done with,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3146,도,do,道（行政區劃） / 道路,Road,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3147,마이크,maikeu,麥克風、話筒,Mike,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3148,메우다,meuda,填補、塞滿,"To carry,attach;put on",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3149,면적,myeonjeok,面積,"area,dimensions",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3150,목욕,mogyok,洗澡、沐浴,A bath,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3151,반성,banseong,反省,Reflection,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3152,벌떡,beoltteok,突然一躍、猛然站起,"Suddenly, abruptly",C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
3153,보상,bosang,補償、賠償,Compensation,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3154,분리되다,bunridoeda,被分離、分開（被動）,To be segregated,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3155,빚,bit,債務、欠債,Debt,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3156,새기다,saegida,雕刻、刻印、銘記,"To sculpt,engrave",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3157,서민,seomin,平民、老百姓,Common people,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3158,석,seok,座位、席位,"A seat,sitting place",C,依存名詞 / 量詞 (Dependent Noun / 의존명사)，如 것（東西/事情）、개（個）、명（名）。
3159,선정하다,seonjeonghada,選定、挑選,"select,choose",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3160,세다,seda,計算、數數,Count,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3161,소수,sosu,少數,"A small number, a few",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3162,쇼,syo,表演、秀,Show,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3163,수학,suhak,數學,Mathematics,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3164,시어머니,sieomeoni,婆婆,one’s husband’s mother,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3165,시집,sijip,婆家,one’s husband’s home/family,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3166,연간,yeongan,年間、一年內,For a year,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3167,영화제,yeonghwaje,電影節,Movie festival,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3168,예측하다,yecheukhada,預測、預見,"To predict, forecast",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3169,용도,yongdo,用途,"use,service",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3170,의심,uisim,懷疑、疑惑,A doubt,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3171,이동하다,idonghada,移動、遷移,"To move,migrate,travel",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3172,자극하다,jageukhada,刺激,To stimulate,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3173,재빨리,jaeppalri,迅速地、敏捷地,"quickly,rapidly",C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
3174,적합하다,jeokhaphada,適合、切合,"suitability,fitness",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
3175,전화번호,jeonhwabeonho,電話號碼,Telephone number,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3176,조절하다,jojeolhada,調節、調控,"To regulate,tune",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3177,조정,jojeong,調整、調解,"regulation,control,coordination",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3178,중얼거리다,jungeolgeorida,喃喃自語、低聲嘀咕,Mutter to oneself,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3179,지급하다,jigeuphada,支付、發放,"To pay,allow,furnish sth",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3180,확장,hwakjang,擴張、拓展,"expansion, enlargement",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3181,힘차다,himchada,有力、強勁,"Be forcible,powerful",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
3182,건조,geonjo,乾燥,Dryness or aridity,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3183,고요하다,goyohada,寂靜、平靜,Be quiet or silent or still,C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
3184,그대,geudae,你、您（詩意第二人稱）,You or thou,C,代名詞 (Pronoun / 대명사)，如 나（我）、우리（我們）、그（他）。
3185,그립다,geuripda,懷念、想念,Beloved or sweet or affectionate,B,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
3186,긋다,geutda,畫（線）、劃（火柴）,1) draw or mark 2) strike,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3187,기둥,gidung,柱子、棟樑,A pillar,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3188,긴장하다,ginjanghada,緊張,To become tense,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3189,날카롭다,nalkaropda,鋒利、尖銳、敏銳,Sharp,C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
3190,논하다,nonhada,議論、討論,"Argue, discuss,debate",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3191,느리다,neurida,緩慢、遲緩,"Be slow, tardy",B,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
3192,도덕,dodeok,道德、倫理,"Morality, ethics",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3193,뒷모습,dwinmoseup,背影,The features of the back side,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3194,만,man,"萬（數字 10,000）",10000,A,冠形詞 (Determiner / 관형사)，如 한（一個）、어떤（某種）。
3195,만만하다,manmanhada,好欺負、容易應付、柔軟,"Be soft, tender ; to be easy to handle, deal with",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
3196,못되다,motdoeda,頑劣、糟糕、變壞,To go wrong,C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
3197,보고하다,bogohada,匯報、報告,Report to a person,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3198,사무소,samuso,事務所、辦事處,Office,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3199,사촌,sachon,堂/表兄弟姊妹、堂親,a cousin,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3200,상,sang,獎品、獎項,A prize,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3201,상인,sangin,商人、商販,"merchant,trader",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3202,선언하다,seoneonhada,宣言、宣布,"declare,proclaim,announce",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3203,소원,sowon,願望、心願,one’s desire,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3204,수입하다,suiphada,進口、輸入,To import,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3205,식다,sikda,冷卻、變涼、平息,"To get cold, cool off",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3206,엿보다,yeotboda,窺視、窺探、等待時機,Wait for an opportunity,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3207,완성되다,wanseongdoeda,被完成（被動）,To be accomplished,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3208,유적,yujeok,遺跡、古蹟,"Remains, relics,ruins",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3209,일생,ilsaeng,一生、終生,one’s lifetime,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3210,입히다,iphida,給...穿衣、施加,"Clothe, dress",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3211,잡아먹다,jabameokda,宰殺吃掉 / 耗費（時間/金錢）,Slaughter and eat,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
3212,정보화,jeongbohwa,資訊化,Change to an information orientation,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
3213,종종,jongjong,時常、常常 / 各種各樣,A variety of things,C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
